Date,RegionName,HospitalizedPatients,IntensiveCarePatients,TotalHospitalizedPatients,HomeConfinement,CurrentPositiveCases,NewPositiveCases,Recovered,Deaths,TotalPositiveCases,NoActive,ActiveCases
20/03/08,"Umbria,","2,","2,","4,","22,","26,","2,","0,","0,","26,","0,",2
20/03/08,"Valle d'Aosta,","1,","0,","1,","8,","9,","1,","0,","0,","9,","0,",1
20/03/08,"Veneto,","146,","47,","193,","430,","623,","118,","29,","18,","670,","47,",71
20/03/09,"Abruzzo,","25,","0,","25,","5,","30,","13,","0,","0,","30,","0,",13
20/03/09,"Basilicata,","2,","0,","2,","3,","5,","1,","0,","0,","5,","0,",1
20/03/09,"P.A. Bolzano,","8,","0,","8,","1,","9,","0,","0,","0,","9,","0,",0
20/03/09,"Calabria,","8,","0,","8,","1,","9,","0,","2,","0,","11,","2,",-2
20/03/09,"Campania,","42,","8,","50,","69,","119,","19,","1,","0,","120,","1,",18
20/03/09,"Emilia Romagna,","576,","90,","666,","620,","1286,","189,","30,","70,","1386,","100,",89
20/03/09,"Friuli Venezia Giulia,","18,","1,","19,","70,","89,","36,","3,","1,","93,","4,",32
20/03/09,"Lazio,","55,","8,","63,","31,","94,","13,","3,","5,","102,","8,",5
20/03/09,"Liguria,","60,","17,","77,","20,","97,","30,","5,","7,","109,","12,",18
20/03/09,"Lombardia,","2802,","440,","3242,","1248,","4490,","1118,","646,","333,","5469,","979,",139
20/03/09,"Marche,","136,","47,","183,","130,","313,","48,","0,","10,","323,","10,",38
20/03/09,"Molise,","4,","2,","6,","8,","14,","0,","0,","0,","14,","0,",0
20/03/09,"Piemonte,","222,","50,","272,","65,","337,","-18,","0,","13,","350,","13,",-31
20/03/09,"Puglia,","20,","6,","26,","20,","46,","10,","1,","3,","50,","4,",6
20/03/09,"Sardegna,","8,","0,","8,","11,","19,","8,","0,","0,","19,","0,",8
20/03/09,"Sicilia,","19,","0,","19,","33,","52,","1,","2,","0,","54,","2,",-1
20/03/09,"Toscana,","107,","9,","116,","90,","206,","41,","1,","1,","208,","2,",39
20/03/09,"P.A. Trento,","10,","2,","12,","21,","33,","10,","0,","0,","33,","0,",10
20/03/09,"Umbria,","4,","2,","6,","22,","28,","2,","0,","0,","28,","0,",2
20/03/09,"Valle d'Aosta,","4,","0,","4,","11,","15,","6,","0,","0,","15,","0,",6
20/03/09,"Veneto,","186,","51,","237,","457,","694,","71,","30,","20,","744,","50,",21
20/03/10,"Abruzzo,","17,","9,","26,","11,","37,","7,","0,","1,","38,","1,",6
20/03/10,"Basilicata,","2,","0,","2,","5,","7,","2,","0,","0,","7,","0,",2
20/03/10,"P.A. Bolzano,","17,","1,","18,","20,","38,","29,","0,","0,","38,","0,",29
20/03/10,"Calabria,","8,","2,","10,","1,","11,","2,","2,","0,","13,","2,",0
20/03/10,"Campania,","33,","8,","41,","85,","126,","7,","1,","0,","127,","1,",6
20/03/10,"Emilia Romagna,","669,","98,","767,","650,","1417,","131,","31,","85,","1533,","116,",15
20/03/10,"Friuli Venezia Giulia,","27,","6,","33,","77,","110,","21,","3,","3,","116,","6,",15
20/03/10,"Lazio,","50,","15,","65,","34,","99,","5,","11,","6,","116,","17,",-12
20/03/10,"Liguria,","57,","29,","86,","42,","128,","31,","5,","8,","141,","13,",18
20/03/10,"Lombardia,","3319,","466,","3785,","642,","4427,","-63,","896,","468,","5791,","1364,",-1427
20/03/10,"Marche,","152,","54,","206,","175,","381,","68,","0,","13,","394,","13,",55
20/03/10,"Molise,","3,","3,","6,","9,","15,","1,","0,","0,","15,","0,",1
20/03/10,"Piemonte,","306,","66,","372,","64,","436,","99,","0,","17,","453,","17,",82
20/03/10,"Puglia,","28,","6,","34,","21,","55,","9,","1,","3,","59,","4,",5
20/03/10,"Sardegna,","9,","0,","9,","11,","20,","1,","0,","0,","20,","0,",1
20/03/10,"Sicilia,","17,","2,","19,","41,","60,","8,","2,","0,","62,","2,",6
20/03/10,"Toscana,","91,","40,","131,","129,","260,","54,","3,","1,","264,","4,",50
20/03/10,"P.A. Trento,","19,","3,","22,","28,","50,","17,","2,","0,","52,","2,",15
20/03/10,"Umbria,","8,","2,","10,","27,","37,","9,","0,","0,","37,","0,",9
20/03/10,"Valle d'Aosta,","2,","0,","2,","15,","17,","2,","0,","0,","17,","0,",2
20/03/10,"Veneto,","204,","67,","271,","512,","783,","89,","47,","26,","856,","73,",16
20/03/11,"Abruzzo,","17,","9,","26,","11,","37,","0,","0,","1,","38,","1,",-1
20/03/11,"Basilicata,","1,","1,","2,","6,","8,","1,","0,","0,","8,","0,",1
20/03/11,"P.A. Bolzano,","8,","4,","12,","63,","75,","37,","0,","0,","75,","0,",37
20/03/11,"Calabria,","10,","2,","12,","5,","17,","6,","2,","0,","19,","2,",4
20/03/11,"Campania,","56,","11,","67,","82,","149,","23,","4,","1,","154,","5,",18
20/03/11,"Emilia Romagna,","745,","104,","849,","739,","1588,","171,","38,","113,","1739,","151,",20
20/03/11,"Friuli Venezia Giulia,","16,","5,","21,","89,","110,","0,","10,","6,","126,","16,",-16
20/03/11,"Lazio,","67,","18,","85,","40,","125,","26,","19,","6,","150,","25,",1
20/03/11,"Liguria,","74,","34,","108,","73,","181,","53,","5,","8,","194,","13,",40
20/03/11,"Lombardia,","3852,","560,","4412,","1351,","5763,","1336,","900,","617,","7280,","1517,",-181
20/03/11,"Marche,","212,","66,","278,","183,","461,","80,","0,","18,","479,","18,",62
20/03/11,"Molise,","4,","3,","7,","9,","16,","1,","0,","0,","16,","0,",1
20/03/11,"Piemonte,","319,","75,","394,","86,","480,","44,","0,","21,","501,","21,",23
20/03/11,"Puglia,","38,","4,","42,","29,","71,","16,","1,","5,","77,","6,",10
20/03/11,"Sardegna,","10,","0,","10,","27,","37,","17,","0,","0,","37,","0,",17
20/03/11,"Sicilia,","23,","1,","24,","57,","81,","21,","2,","0,","83,","2,",19
20/03/11,"Toscana,","87,","54,","141,","173,","314,","54,","5,","1,","320,","6,",48
20/03/11,"P.A. Trento,","28,","4,","32,","42,","74,","24,","3,","0,","77,","3,",21
20/03/11,"Umbria,","7,","5,","12,","32,","44,","7,","2,","0,","46,","2,",5
20/03/11,"Valle d'Aosta,","2,","0,","2,","17,","19,","2,","0,","1,","20,","1,",1
20/03/11,"Veneto,","262,","68,","330,","610,","940,","157,","54,","29,","1023,","83,",74
20/03/12,"Abruzzo,","47,","12,","59,","19,","78,","41,","4,","2,","84,","6,",35
20/03/12,"Basilicata,","1,","1,","2,","6,","8,","0,","0,","0,","8,","0,",0
20/03/12,"P.A. Bolzano,","21,","4,","25,","78,","103,","28,","0,","1,","104,","1,",27
20/03/12,"Calabria,","14,","2,","16,","16,","32,","15,","1,","0,","33,","1,",14
20/03/12,"Campania,","56,","11,","67,","107,","174,","25,","4,","1,","179,","5,",20
20/03/12,"Emilia Romagna,","814,","112,","926,","832,","1758,","170,","43,","146,","1947,","189,",-19
20/03/12,"Friuli Venezia Giulia,","23,","10,","33,","115,","148,","38,","11,","8,","167,","19,",19
20/03/12,"Lazio,","85,","20,","105,","67,","172,","47,","19,","9,","200,","28,",19
20/03/12,"Liguria,","100,","36,","136,","107,","243,","62,","20,","11,","274,","31,",31
20/03/12,"Lombardia,","4247,","605,","4852,","2044,","6896,","1133,","1085,","744,","8725,","1829,",-696
20/03/12,"Marche,","254,","76,","330,","240,","570,","109,","0,","22,","592,","22,",87
20/03/12,"Molise,","4,","3,","7,","9,","16,","0,","0,","0,","16,","0,",0
20/03/12,"Piemonte,","368,","97,","465,","89,","554,","74,","0,","26,","580,","26,",48
20/03/12,"Puglia,","58,","2,","60,","38,","98,","27,","1,","5,","104,","6,",21
20/03/12,"Sardegna,","12,","0,","12,","27,","39,","2,","0,","0,","39,","0,",2
20/03/12,"Sicilia,","28,","5,","33,","78,","111,","30,","2,","2,","115,","4,",26
20/03/12,"Toscana,","100,","59,","159,","193,","352,","38,","7,","5,","364,","12,",26
20/03/12,"P.A. Trento,","43,","5,","48,","54,","102,","28,","4,","1,","107,","5,",23
20/03/12,"Umbria,","8,","8,","16,","46,","62,","18,","2,","0,","64,","2,",16
20/03/12,"Valle d'Aosta,","7,","0,","7,","19,","26,","7,","0,","1,","27,","1,",6
20/03/12,"Veneto,","360,","85,","445,","852,","1297,","357,","55,","32,","1384,","87,",270
20/03/13,"Abruzzo,","42,","14,","56,","27,","83,","5,","4,","2,","89,","6,",-1
20/03/13,"Basilicata,","1,","1,","2,","8,","10,","2,","0,","0,","10,","0,",2
20/03/13,"P.A. Bolzano,","20,","5,","25,","98,","123,","20,","0,","2,","125,","2,",18
20/03/13,"Calabria,","18,","3,","21,","16,","37,","5,","1,","0,","38,","1,",4
20/03/13,"Campania,","60,","19,","79,","134,","213,","39,","5,","2,","220,","7,",32
20/03/13,"Emilia Romagna,","942,","128,","1070,","941,","2011,","253,","51,","201,","2263,","252,",1
20/03/13,"Friuli Venezia Giulia,","59,","8,","67,","169,","236,","88,","11,","10,","257,","21,",67
20/03/13,"Lazio,","122,","24,","146,","96,","242,","70,","24,","11,","277,","35,",35
20/03/13,"Liguria,","128,","44,","172,","132,","304,","61,","24,","17,","345,","41,",20
20/03/13,"Lombardia,","4435,","650,","5085,","2647,","7732,","836,","1198,","890,","9820,","2088,",-1252
20/03/13,"Marche,","337,","85,","422,","276,","698,","128,","0,","27,","725,","27,",101
20/03/13,"Molise,","5,","3,","8,","9,","17,","1,","0,","0,","17,","0,",1
20/03/13,"Piemonte,","556,","135,","691,","103,","794,","240,","0,","46,","840,","46,",194
20/03/13,"Puglia,","77,","2,","79,","42,","121,","23,","3,","5,","129,","8,",15
20/03/13,"Sardegna,","12,","0,","12,","31,","43,","4,","0,","0,","43,","0,",4
20/03/13,"Sicilia,","37,","7,","44,","82,","126,","15,","2,","2,","130,","4,",11
20/03/13,"Toscana,","134,","77,","211,","244,","455,","103,","10,","5,","470,","15,",88
20/03/13,"P.A. Trento,","58,","6,","64,","93,","157,","55,","4,","2,","163,","6,",49
20/03/13,"Umbria,","11,","10,","21,","52,","73,","11,","2,","1,","76,","3,",8
20/03/13,"Valle d'Aosta,","6,","0,","6,","21,","27,","1,","0,","1,","28,","1,",0
20/03/13,"Veneto,","366,","107,","473,","980,","1453,","156,","100,","42,","1595,","142,",14
20/03/14,"Abruzzo,","51,","14,","65,","41,","106,","23,","4,","2,","112,","6,",17
20/03/14,"Basilicata,","0,","2,","2,","8,","10,","0,","0,","0,","10,","0,",0
20/03/14,"P.A. Bolzano,","26,","7,","33,","137,","170,","47,","0,","3,","173,","3,",44
20/03/14,"Calabria,","22,","4,","26,","33,","59,","22,","1,","0,","60,","1,",21
20/03/14,"Campania,","72,","17,","89,","154,","243,","30,","23,","6,","272,","29,",1
20/03/14,"Emilia Romagna,","1076,","152,","1228,","1121,","2349,","338,","54,","241,","2644,","295,",43
20/03/14,"Friuli Venezia Giulia,","67,","11,","78,","193,","271,","35,","17,","13,","301,","30,",5
20/03/14,"Lazio,","181,","25,","206,","114,","320,","78,","24,","13,","357,","37,",41
20/03/14,"Liguria,","213,","62,","275,","109,","384,","80,","52,","27,","463,","79,",1
20/03/14,"Lombardia,","4898,","732,","5630,","3429,","9059,","1327,","1660,","966,","11685,","2626,",-1299
20/03/14,"Marche,","449,","93,","542,","321,","863,","165,","0,","36,","899,","36,",129
20/03/14,"Molise,","5,","3,","8,","9,","17,","0,","0,","0,","17,","0,",0
20/03/14,"Piemonte,","538,","150,","688,","126,","814,","20,","0,","59,","873,","59,",-39
20/03/14,"Puglia,","91,","6,","97,","59,","156,","35,","2,","8,","166,","10,",25
20/03/14,"Sardegna,","14,","0,","14,","33,","47,","4,","0,","0,","47,","0,",4
20/03/14,"Sicilia,","42,","11,","53,","97,","150,","24,","4,","2,","156,","6,",18
20/03/14,"Toscana,","160,","87,","247,","367,","614,","159,","10,","6,","630,","16,",143
20/03/14,"P.A. Trento,","68,","12,","80,","119,","199,","42,","5,","2,","206,","7,",35
20/03/14,"Umbria,","21,","11,","32,","71,","103,","30,","3,","1,","107,","4,",26
20/03/14,"Valle d'Aosta,","12,","0,","12,","29,","41,","14,","0,","1,","42,","1,",13
20/03/14,"Veneto,","366,","119,","485,","1290,","1775,","322,","107,","55,","1937,","162,",160
20/03/15,"Abruzzo,","72,","28,","100,","28,","128,","22,","6,","3,","137,","9,",13
20/03/15,"Basilicata,","0,","2,","2,","9,","11,","1,","0,","0,","11,","0,",1
20/03/15,"P.A. Bolzano,","50,","4,","54,","145,","199,","29,","0,","5,","204,","5,",24
20/03/15,"Calabria,","32,","6,","38,","28,","66,","7,","1,","1,","68,","2,",5
20/03/15,"Campania,","73,","22,","95,","201,","296,","53,","28,","9,","333,","37,",16
20/03/15,"Emilia Romagna,","1215,","169,","1384,","1357,","2741,","392,","68,","284,","3093,","352,",40
20/03/15,"Friuli Venezia Giulia,","98,","12,","110,","206,","316,","45,","17,","14,","347,","31,",14
20/03/15,"Lazio,","223,","31,","254,","142,","396,","76,","24,","16,","436,","40,",36
20/03/15,"Liguria,","253,","66,","319,","174,","493,","109,","33,","33,","559,","66,",43
20/03/15,"Lombardia,","5500,","767,","6267,","3776,","10043,","984,","2011,","1218,","13272,","3229,",-2245
20/03/15,"Marche,","521,","98,","619,","468,","1087,","224,","0,","46,","1133,","46,",178
20/03/15,"Molise,","3,","4,","7,","10,","17,","0,","0,","0,","17,","0,",0
20/03/15,"Piemonte,","726,","171,","897,","133,","1030,","216,","0,","81,","1111,","81,",135
20/03/15,"Puglia,","116,","6,","122,","90,","212,","56,","2,","16,","230,","18,",38
20/03/15,"Sardegna,","16,","0,","16,","59,","75,","28,","0,","2,","77,","2,",26
20/03/15,"Sicilia,","56,","15,","71,","108,","179,","29,","7,","2,","188,","9,",20
20/03/15,"Toscana,","175,","107,","282,","481,","763,","149,","10,","8,","781,","18,",131
20/03/15,"P.A. Trento,","73,","19,","92,","275,","367,","168,","5,","6,","378,","11,",157
20/03/15,"Umbria,","25,","13,","38,","101,","139,","36,","3,","1,","143,","4,",32
20/03/15,"Valle d'Aosta,","10,","3,","13,","43,","56,","15,","0,","1,","57,","1,",14
20/03/15,"Veneto,","426,","129,","555,","1434,","1989,","214,","120,","63,","2172,","183,",31
20/03/16,"Abruzzo,","71,","37,","108,","57,","165,","37,","7,","4,","176,","11,",26
20/03/16,"Basilicata,","1,","2,","3,","9,","12,","1,","0,","0,","12,","0,",1
20/03/16,"P.A. Bolzano,","53,","11,","64,","171,","235,","36,","0,","6,","241,","6,",30
20/03/16,"Calabria,","36,","7,","43,","44,","87,","21,","1,","1,","89,","2,",19
20/03/16,"Campania,","103,","22,","125,","238,","363,","67,","28,","9,","400,","37,",30
20/03/16,"Emilia Romagna,","1362,","197,","1559,","1529,","3088,","347,","88,","346,","3522,","434,",-87
20/03/16,"Friuli Venezia Giulia,","96,","19,","115,","231,","346,","30,","18,","22,","386,","40,",-10
20/03/16,"Lazio,","267,","31,","298,","174,","472,","76,","32,","19,","523,","51,",25
20/03/16,"Liguria,","255,","73,","328,","247,","575,","82,","42,","50,","667,","92,",-10
20/03/16,"Lombardia,","6171,","823,","6994,","3867,","10861,","818,","2368,","1420,","14649,","3788,",-2970
20/03/16,"Marche,","528,","110,","638,","547,","1185,","98,","0,","57,","1242,","57,",41
20/03/16,"Molise,","3,","5,","8,","7,","15,","-2,","5,","1,","21,","6,",-8
20/03/16,"Piemonte,","1045,","186,","1231,","174,","1405,","375,","0,","111,","1516,","111,",264
20/03/16,"Puglia,","116,","6,","122,","90,","212,","0,","2,","16,","230,","18,",-18
20/03/16,"Sardegna,","39,","0,","39,","66,","105,","30,","0,","2,","107,","2,",28
20/03/16,"Sicilia,","75,","20,","95,","108,","203,","24,","8,","2,","213,","10,",14
20/03/16,"Toscana,","175,","107,","282,","559,","841,","78,","11,","14,","866,","25,",53
20/03/16,"P.A. Trento,","73,","19,","92,","275,","367,","0,","5,","6,","378,","11,",-11
20/03/16,"Umbria,","30,","15,","45,","114,","159,","20,","4,","1,","164,","5,",15
20/03/16,"Valle d'Aosta,","28,","5,","33,","70,","103,","47,","0,","2,","105,","2,",45
20/03/16,"Veneto,","498,","156,","654,","1620,","2274,","285,","130,","69,","2473,","199,",86
20/03/17,"Abruzzo,","94,","32,","126,","90,","216,","51,","7,","6,","229,","13,",38
20/03/17,"Basilicata,","5,","2,","7,","13,","20,","8,","0,","0,","20,","0,",8
20/03/17,"P.A. Bolzano,","71,","11,","82,","200,","282,","47,","1,","8,","291,","9,",38
20/03/17,"Calabria,","45,","10,","55,","57,","112,","25,","1,","1,","114,","2,",23
20/03/17,"Campania,","127,","24,","151,","272,","423,","60,","28,","9,","460,","37,",23
20/03/17,"Emilia Romagna,","1566,","223,","1789,","1615,","3404,","316,","134,","393,","3931,","527,",-211
20/03/17,"Friuli Venezia Giulia,","104,","21,","125,","222,","347,","1,","17,","30,","394,","47,",-46
20/03/17,"Lazio,","314,","44,","358,","192,","550,","78,","34,","23,","607,","57,",21
20/03/17,"Liguria,","299,","85,","384,","277,","661,","86,","57,","60,","778,","117,",-31
20/03/17,"Lombardia,","6953,","879,","7832,","4263,","12095,","1234,","2485,","1640,","16220,","4125,",-2891
20/03/17,"Marche,","599,","109,","708,","594,","1302,","117,","0,","69,","1371,","69,",48
20/03/17,"Molise,","7,","5,","12,","7,","19,","4,","5,","1,","25,","6,",-2
20/03/17,"Piemonte,","1378,","206,","1584,","180,","1764,","359,","0,","133,","1897,","133,",226
20/03/17,"Puglia,","155,","14,","169,","151,","320,","108,","2,","18,","340,","20,",88
20/03/17,"Sardegna,","36,","4,","40,","75,","115,","10,","0,","2,","117,","2,",8
20/03/17,"Sicilia,","86,","28,","114,","112,","226,","23,","8,","3,","237,","11,",12
20/03/17,"Toscana,","329,","143,","472,","552,","1024,","183,","12,","17,","1053,","29,",154
20/03/17,"P.A. Trento,","107,","22,","129,","239,","368,","1,","10,","7,","385,","17,",-16
20/03/17,"Umbria,","36,","21,","57,","135,","192,","33,","4,","1,","197,","5,",28
20/03/17,"Valle d'Aosta,","35,","6,","41,","93,","134,","31,","0,","2,","136,","2,",29
20/03/17,"Veneto,","548,","171,","719,","1769,","2488,","214,","136,","80,","2704,","216,",-2
20/03/18,"Abruzzo,","99,","41,","140,","109,","249,","33,","7,","7,","263,","14,",19
20/03/18,"Basilicata,","9,","2,","11,","16,","27,","7,","0,","0,","27,","0,",7
20/03/18,"P.A. Bolzano,","79,","18,","97,","269,","366,","84,","1,","9,","376,","10,",74
20/03/18,"Calabria,","45,","11,","56,","70,","126,","14,","2,","1,","129,","3,",11
20/03/18,"Campania,","127,","24,","151,","272,","423,","0,","28,","9,","460,","37,",-37
20/03/18,"Emilia Romagna,","1784,","247,","2031,","1884,","3915,","511,","152,","458,","4525,","610,",-99
20/03/18,"Friuli Venezia Giulia,","128,","27,","155,","261,","416,","69,","15,","31,","462,","46,",23
20/03/18,"Lazio,","374,","44,","418,","232,","650,","100,","42,","32,","724,","74,",26
20/03/18,"Liguria,","401,","100,","501,","243,","744,","83,","70,","73,","887,","143,",-60
20/03/18,"Lombardia,","7285,","924,","8209,","4057,","12266,","171,","3488,","1959,","17713,","5447,",-5276
20/03/18,"Marche,","638,","119,","757,","719,","1476,","174,","0,","92,","1568,","92,",82
20/03/18,"Molise,","7,","6,","13,","8,","21,","2,","6,","1,","28,","7,",-5
20/03/18,"Piemonte,","1780,","227,","2007,","180,","2187,","423,","0,","154,","2341,","154,",269
20/03/18,"Puglia,","156,","30,","186,","176,","362,","42,","2,","19,","383,","21,",21
20/03/18,"Sardegna,","42,","7,","49,","83,","132,","17,","0,","2,","134,","2,",15
20/03/18,"Sicilia,","100,","29,","129,","138,","267,","41,","12,","3,","282,","15,",26
20/03/18,"Toscana,","427,","160,","587,","704,","1291,","267,","17,","22,","1330,","39,",228
20/03/18,"P.A. Trento,","141,","22,","163,","273,","436,","68,","12,","7,","455,","19,",49
20/03/18,"Umbria,","54,","21,","75,","166,","241,","49,","4,","2,","247,","6,",43
20/03/18,"Valle d'Aosta,","41,","3,","44,","118,","162,","28,","0,","3,","165,","3,",25
20/03/18,"Veneto,","646,","195,","841,","2112,","2953,","465,","167,","94,","3214,","261,",204
20/03/19,"Abruzzo,","181,","47,","228,","138,","366,","117,","8,","11,","385,","19,",98
20/03/19,"Basilicata,","8,","5,","13,","24,","37,","10,","0,","0,","37,","0,",10
20/03/19,"P.A. Bolzano,","87,","18,","105,","316,","421,","55,","1,","14,","436,","15,",40
20/03/19,"Calabria,","60,","13,","73,","91,","164,","38,","2,","3,","169,","5,",33
20/03/19,"Campania,","213,","36,","249,","356,","605,","182,","30,","17,","652,","47,",135
20/03/19,"Emilia Romagna,","1900,","260,","2160,","2346,","4506,","591,","177,","531,","5214,","708,",-117
20/03/19,"Friuli Venezia Giulia,","134,","29,","163,","359,","522,","106,","41,","36,","599,","77,",29
20/03/19,"Lazio,","426,","45,","471,","270,","741,","91,","44,","38,","823,","82,",9
20/03/19,"Liguria,","491,","112,","603,","280,","883,","139,","85,","91,","1059,","176,",-37
20/03/19,"Lombardia,","7387,","1006,","8393,","5545,","13938,","1672,","3778,","2168,","19884,","5946,",-4274
20/03/19,"Marche,","656,","141,","797,","825,","1622,","146,","0,","115,","1737,","115,",31
20/03/19,"Molise,","19,","6,","25,","13,","38,","17,","6,","2,","46,","8,",9
20/03/19,"Piemonte,","2279,","257,","2536,","218,","2754,","567,","3,","175,","2932,","178,",389
20/03/19,"Puglia,","173,","31,","204,","245,","449,","87,","4,","25,","478,","29,",58
20/03/19,"Sardegna,","43,","9,","52,","152,","204,","72,","0,","2,","206,","2,",70
20/03/19,"Sicilia,","143,","36,","179,","142,","321,","54,","15,","4,","340,","19,",35
20/03/19,"Toscana,","501,","178,","679,","743,","1422,","131,","22,","38,","1482,","60,",71
20/03/19,"P.A. Trento,","169,","30,","199,","292,","491,","55,","20,","12,","523,","32,",23
20/03/19,"Umbria,","69,","21,","90,","238,","328,","87,","4,","2,","334,","6,",81
20/03/19,"Valle d'Aosta,","47,","9,","56,","153,","209,","47,","0,","6,","215,","6,",41
20/03/19,"Veneto,","771,","209,","980,","2189,","3169,","216,","200,","115,","3484,","315,",-99
20/03/20,"Abruzzo,","190,","48,","238,","184,","422,","56,","10,","17,","449,","27,",29
20/03/20,"Basilicata,","8,","5,","13,","39,","52,","15,","0,","0,","52,","0,",15
20/03/20,"P.A. Bolzano,","99,","24,","123,","407,","530,","109,","1,","17,","548,","18,",91
20/03/20,"Calabria,","71,","16,","87,","114,","201,","37,","2,","4,","207,","6,",31
20/03/20,"Campania,","130,","41,","171,","531,","702,","97,","30,","17,","749,","47,",50
20/03/20,"Emilia Romagna,","2083,","267,","2350,","2739,","5089,","583,","239,","640,","5968,","879,",-296
20/03/20,"Friuli Venezia Giulia,","143,","32,","175,","380,","555,","33,","63,","38,","656,","101,",-68
20/03/20,"Lazio,","537,","47,","584,","328,","912,","171,","53,","43,","1008,","96,",75
20/03/20,"Liguria,","573,","121,","694,","307,","1001,","118,","101,","119,","1221,","220,",-102
20/03/20,"Lombardia,","7735,","1050,","8785,","6635,","15420,","1482,","4295,","2549,","22264,","6844,",-5362
20/03/20,"Marche,","704,","138,","842,","1002,","1844,","222,","0,","137,","1981,","137,",85
20/03/20,"Molise,","20,","6,","26,","13,","39,","1,","6,","5,","50,","11,",-10
20/03/20,"Piemonte,","1541,","280,","1821,","1423,","3244,","490,","8,","209,","3461,","217,",273
20/03/20,"Puglia,","191,","31,","222,","329,","551,","102,","4,","26,","581,","30,",72
20/03/20,"Sardegna,","56,","15,","71,","217,","288,","84,","3,","2,","293,","5,",79
20/03/20,"Sicilia,","168,","42,","210,","169,","379,","58,","25,","4,","408,","29,",29
20/03/20,"Toscana,","601,","189,","790,","923,","1713,","291,","33,","47,","1793,","80,",211
20/03/20,"P.A. Trento,","198,","34,","232,","368,","600,","109,","29,","13,","642,","42,",67
20/03/20,"Umbria,","75,","24,","99,","285,","384,","56,","4,","7,","395,","11,",45
20/03/20,"Valle d'Aosta,","54,","9,","63,","194,","257,","48,","0,","7,","264,","7,",41
20/03/20,"Veneto,","843,","236,","1079,","2598,","3677,","508,","223,","131,","4031,","354,",154
20/03/21,"Abruzzo,","185,","44,","229,","265,","494,","72,","13,","22,","529,","35,",37
20/03/21,"Basilicata,","12,","7,","19,","47,","66,","14,","0,","0,","66,","0,",14
20/03/21,"P.A. Bolzano,","127,","30,","157,","443,","600,","70,","1,","20,","621,","21,",49
20/03/21,"Calabria,","73,","16,","89,","136,","225,","24,","5,","5,","235,","10,",14
20/03/21,"Campania,","233,","87,","320,","473,","793,","91,","29,","22,","844,","51,",40
20/03/21,"Emilia Romagna,","2267,","265,","2532,","3129,","5661,","572,","329,","715,","6705,","1044,",-472
20/03/21,"Friuli Venezia Giulia,","152,","37,","189,","477,","666,","111,","82,","42,","790,","124,",-13
20/03/21,"Lazio,","591,","70,","661,","425,","1086,","174,","54,","50,","1190,","104,",70
20/03/21,"Liguria,","598,","129,","727,","432,","1159,","158,","125,","152,","1436,","277,",-119
20/03/21,"Lombardia,","8258,","1093,","9351,","8019,","17370,","1950,","5050,","3095,","25515,","8145,",-6195
20/03/21,"Marche,","742,","141,","883,","1114,","1997,","153,","2,","154,","2153,","156,",-3
20/03/21,"Molise,","21,","6,","27,","20,","47,","8,","7,","7,","61,","14,",-6
20/03/21,"Piemonte,","1976,","301,","2277,","1229,","3506,","262,","8,","238,","3752,","246,",16
20/03/21,"Puglia,","209,","33,","242,","400,","642,","91,","4,","29,","675,","33,",58
20/03/21,"Sardegna,","65,","16,","81,","240,","321,","33,","5,","4,","330,","9,",24
20/03/21,"Sicilia,","206,","48,","254,","204,","458,","79,","26,","6,","490,","32,",47
20/03/21,"Toscana,","664,","202,","866,","1039,","1905,","192,","35,","72,","2012,","107,",85
20/03/21,"P.A. Trento,","233,","39,","272,","448,","720,","120,","34,","28,","782,","62,",58
20/03/21,"Umbria,","92,","29,","121,","326,","447,","63,","5,","10,","462,","15,",48
20/03/21,"Valle d'Aosta,","62,","15,","77,","227,","304,","47,","1,","8,","313,","9,",38
20/03/21,"Veneto,","942,","249,","1191,","3023,","4214,","537,","257,","146,","4617,","403,",134
